@relation statlog-image

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute clase {0,1,2,3,4,5,6}

@data
0.617986,1.78455,-0.35697,-0.19451,-0.125378,-0.095541,-0.009926,-0.118244,-0.659117,-0.648182,-0.83138,-0.456212,0.63517,-1.68996,2.22635,-0.642609,0.531895,2.09366,6
0.727641,-1.86865,-0.35697,-0.19451,-0.578236,-0.12066,-0.25615,-0.119657,1.98844,1.90469,1.99442,2.0401,-2.37676,1.67089,-0.447634,2.00044,-0.819038,-0.661412,1
0.878415,-0.146429,-0.35697,-0.19451,-0.639989,-0.126565,-0.579319,-0.137904,-0.795908,-0.702093,-0.833933,-0.832034,1.49846,-0.906517,0.033299,-0.854882,0.489193,0.257389,0
-0.08106,1.00172,2.41015,-0.19451,-0.413561,-0.110578,0.236297,-0.112774,-0.409787,-0.464248,-0.56335,-0.168999,-0.160978,-1.36068,2.46682,-0.399272,-0.075956,2.42131,6
0.494625,1.15829,-0.35697,-0.19451,0.698,-0.080614,0.590244,-0.076786,0.551637,0.537874,0.618534,0.478759,-0.57344,0.8988,-0.947804,0.605139,-0.617482,-0.478861,5
-1.24614,0.13191,-0.35697,-0.19451,-0.578236,-0.123344,-0.471596,-0.130788,-0.949193,-0.927254,-0.971777,-0.932864,0.970895,-0.929225,0.600799,-1.00761,2.18577,-0.448613,4
-0.245541,1.17568,-0.35697,-0.19451,0.677416,-0.060427,0.128574,-0.092796,0.654473,0.617155,0.779353,0.533757,-0.870796,1.37,-1.44797,0.768227,-0.491483,-0.448584,5
-0.862347,0.288476,-0.35697,-0.19451,0.203973,-0.104845,-0.286928,-0.128521,-0.36807,-0.426193,-0.274899,-0.419546,-0.228123,0.319736,-0.312973,-0.300902,0.076476,-0.520512,3
0.549452,-0.424768,-0.35697,-0.19451,-0.372391,-0.116737,-0.456207,-0.13211,1.47619,1.31801,1.69576,1.34956,-2.63575,2.67573,-1.89043,1.69757,-0.422564,-0.546716,1
1.13884,0.532022,-0.35697,4.39036,3.62099,2.67931,-0.41004,-0.128521,-0.74255,-0.76869,-0.696089,-0.764813,0.36659,-0.299068,0.139104,-0.728036,1.50946,-0.455577,4
0.30273,-0.216014,-0.35697,-0.19451,-0.557652,-0.123922,-0.548541,-0.138156,-0.822103,-0.736977,-0.854354,-0.856477,1.44091,-0.889486,0.062155,-0.880768,0.719974,0.208022,0
-1.47915,-0.268203,-0.35697,-0.19451,-0.2283,-0.112883,-0.348484,-0.124649,-0.922029,-0.920911,-0.938592,-0.893143,0.759868,-0.866777,0.706605,-0.973961,1.96677,-0.712438,2
-0.985708,-1.22499,-0.35697,-0.19451,-0.331222,-0.117398,-0.363874,-0.132866,1.99329,2.04106,1.97655,1.94538,-1.18734,1.52328,-1.39026,1.98232,-0.991676,-0.487991,1
-0.643038,-0.285599,-0.35697,-0.19451,-0.392976,-0.11269,-0.225372,-0.107361,-0.520384,-0.413508,-0.540376,-0.593708,1.39295,-0.560214,-0.447634,-0.567537,-0.138582,0.032613,0
0.809882,1.28006,-0.35697,-0.19451,0.430402,-0.054723,0.590244,-0.093479,-0.657176,-0.683066,-0.795643,-0.459267,0.299445,-1.46287,2.17826,-0.645198,0.38673,2.28246,6
0.083422,1.92372,-0.35697,-0.19451,-0.392976,-0.120619,-0.425429,-0.129843,-0.820162,-0.822602,-0.913066,-0.697593,0.644762,-1.29256,1.54343,-0.847116,0.56818,2.30142,6
1.28962,0.184098,-0.35697,-0.19451,-0.598821,-0.124913,-0.486985,-0.132614,-0.846357,-0.752834,-0.895197,-0.868699,1.53683,-1.02006,0.187197,-0.901478,0.774435,0.409252,0
-0.629332,0.532022,-0.35697,-0.19451,-0.290054,-0.091961,-0.625486,-0.138849,-0.951133,-0.924082,-0.979435,-0.932864,1.01886,-0.968965,0.620037,-1.01538,-0.604461,-0.360273,4
-0.834933,-1.29458,-0.35697,-0.19451,-0.351806,-0.12194,-0.471595,-0.133055,1.88172,1.83492,1.94592,1.82927,-1.95471,1.97177,-1.38064,1.95126,-0.790164,-0.549241,1
0.713934,-0.668315,-0.35697,-0.19451,-0.392976,-0.123592,-0.425429,-0.132866,1.48008,1.32435,1.69576,1.35568,-2.61656,2.65302,-1.87119,1.69757,-0.43051,-0.547141,1
-1.56139,-1.06843,-0.35697,-0.19451,-0.372391,-0.116118,-0.471596,-0.133545,0.778653,0.70278,0.92996,0.662086,-1.32163,1.64818,-1.46721,0.920959,-0.456103,-0.492813,3
1.2485,-1.85126,-0.35697,-0.19451,-0.45473,-0.115793,-0.317706,-0.122825,2.33381,2.3455,2.24458,2.4037,-1.79164,1.3189,-0.438015,2.25413,-1.03995,-0.637737,1
-1.60251,-0.772692,-0.35697,-0.19451,-0.2283,-0.076352,-0.086871,-0.131355,-0.530086,-0.442049,-0.532718,-0.605929,1.22988,-0.452349,-0.466871,-0.56236,-0.019956,-0.058381,0
-0.053646,-0.059448,-0.35697,-0.19451,-0.351807,-0.121713,-0.471596,-0.125211,-0.878372,-0.905055,-0.864565,-0.859533,0.472103,-0.628339,0.591181,-0.898889,1.80919,-0.692988,2
1.59117,0.375456,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,4
0.864709,0.166702,-0.35697,-0.19451,-0.578236,-0.121362,-0.533152,-0.138849,-0.795908,-0.698922,-0.836486,-0.832034,1.52724,-0.923548,0.033299,-0.854882,0.489193,0.283485,0
1.68712,-1.92084,-0.35697,-0.19451,-0.41356,-0.122683,-0.363873,-0.135133,1.75657,1.58122,1.93571,1.69178,-3.01943,2.63599,-1.43836,1.9409,-0.498157,-0.598047,1
-1.45174,1.05391,-0.35697,-0.19451,-0.495898,-0.119632,-0.440818,-0.129568,-0.597997,-0.584756,-0.762458,-0.407325,0.606393,-1.58777,2.08207,-0.60119,0.018654,2.13597,6
1.71453,0.13191,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,4
0.659107,0.601607,2.41015,-0.19451,-0.001871,-0.045383,-0.348484,-0.132048,-0.751281,-0.733806,-0.74459,-0.767869,0.76946,-0.571568,0.196816,-0.777221,0.201841,-0.350574,3
1.13884,-1.55552,-0.35697,-0.19451,-0.063625,-0.08871,-0.548541,-0.131638,-0.592176,-0.629154,-0.532718,-0.621207,0.145971,-0.089015,0.004443,-0.56236,0.232426,-0.517354,4
1.11143,-1.08582,-0.35697,-0.19451,-0.495898,-0.118307,-0.533152,-0.132359,-0.785237,-0.803574,-0.734379,-0.819812,0.472103,-0.304745,0.042918,-0.766866,0.959216,-0.4438,4
0.042301,0.653796,-0.35697,-0.19451,-0.495898,-0.121692,-0.456207,-0.1374,-0.783296,-0.778204,-0.765011,-0.801479,0.68313,-0.520474,0.196816,-0.79793,0.499431,-0.409885,3
-0.218128,-0.216014,-0.35697,-0.19451,-0.166547,-0.103033,-0.25615,-0.115143,0.542906,0.52836,0.631298,0.445149,-0.57344,1.03505,-1.17865,0.618083,-0.560646,-0.441502,3
-0.451143,-1.06843,-0.35697,-0.19451,-0.001872,-0.098077,-0.148428,-0.127927,2.26396,2.26939,2.18587,2.32731,-1.79164,1.33594,-0.466871,2.19459,-1.02143,-0.634494,1
-1.35579,-0.059448,-0.35697,-0.19451,-0.41356,-0.098899,-0.440818,-0.122223,-0.935611,-0.933596,-0.938592,-0.923697,0.779052,-0.787298,0.552706,-0.973961,2.4407,-0.527958,2
1.07031,-0.529145,-0.35697,-0.19451,0.286311,0.016392,0.282465,0.058328,-0.792998,-0.844801,-0.742037,-0.795368,0.174747,-0.310422,0.350714,-0.774632,1.45985,-0.627611,2
-0.410023,-0.459561,-0.35697,-0.19451,-0.475314,-0.1154,-0.456207,-0.132428,-0.457324,-0.499132,-0.377006,-0.508155,-0.007503,0.160777,-0.264879,-0.40445,0.090234,-0.490799,4
-0.862347,1.73236,-0.35697,-0.19451,0.224558,0.000288,-0.209983,-0.098607,-0.795908,-0.797231,-0.90796,-0.651761,0.63517,-1.40042,1.7358,-0.808285,0.728208,2.20631,6
0.933243,-0.998843,2.41015,-0.19451,-0.187131,-0.095182,-0.425429,-0.129843,1.52082,1.36558,1.71363,1.4229,-2.64534,2.5338,-1.64035,1.71569,-0.465286,-0.564799,1
1.11143,-1.62511,-0.35697,-0.19451,-0.413561,-0.116118,-0.440818,-0.130858,2.26008,2.28207,2.19353,2.2937,-1.63817,1.40974,-0.745812,2.20236,-1.0266,-0.593148,1
1.42669,0.897342,-0.35697,-0.19451,-0.26947,-0.115663,0.898024,0.304186,-0.106128,-0.109066,-0.073238,-0.1415,0.059642,0.132392,-0.284117,-0.096396,-0.613462,-0.471297,5
1.48151,0.010137,2.41015,-0.19451,0.080467,-0.093847,-0.10226,-0.131829,0.101485,0.084382,0.166712,0.038773,-0.237715,0.518434,-0.640007,0.146941,-0.480909,-0.462081,3
0.659107,-0.529145,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,4
1.34445,0.305872,2.41015,-0.19451,0.080467,-0.087006,-0.456207,-0.1374,-0.712475,-0.765519,-0.634825,-0.746481,0.09801,-0.066307,0.014062,-0.665907,0.934393,-0.536301,4
-1.65734,1.12349,-0.35697,-0.19451,-0.125378,-0.111955,-0.025315,-0.127247,-0.55822,-0.556215,-0.693536,-0.392047,0.472103,-1.36068,1.83199,-0.588247,-0.370045,2.3086,6
-0.50597,0.984323,-0.35697,-0.19451,-0.145963,-0.106417,0.390187,-0.091054,0.349845,0.35394,0.416874,0.261821,-0.247307,0.734164,-0.995897,0.400633,-0.551772,-0.417917,5
-0.533384,1.21047,-0.35697,-0.19451,0.512741,-0.090468,-0.056093,-0.109405,0.637981,0.594957,0.743615,0.545979,-0.909164,1.22807,-1.16903,0.731985,-0.557638,-0.483052,5
1.26221,-0.877069,-0.35697,-0.19451,-0.372392,-0.1098,-0.194594,-0.125498,-0.843446,-0.886027,-0.79309,-0.853422,0.299445,-0.355838,0.302621,-0.826406,1.7328,-0.585814,2
1.55005,0.984323,2.41015,-0.19451,-0.495898,-0.11971,-0.194594,-0.111895,-0.61449,-0.61964,-0.742037,-0.450101,0.452919,-1.35501,1.84161,-0.637432,-0.221805,2.31393,6
-1.28726,-0.302995,-0.35697,-0.19451,-0.104794,-0.111039,-0.471596,-0.120208,-0.469936,-0.378624,-0.471454,-0.550931,1.2107,-0.395578,-0.54382,-0.500231,-0.103671,-0.078742,0
-1.23243,-0.824881,-0.35697,4.39036,2.18008,4.15859,1.4982,3.28981,-0.61643,-0.695751,-0.568456,-0.590652,-0.21853,-0.185525,0.533469,-0.598601,0.922117,-0.750923,2
1.01548,-0.129033,-0.35697,-0.19451,-0.495898,-0.120701,-0.548541,-0.139668,-0.919118,-0.91774,-0.902855,-0.929808,0.759868,-0.64537,0.331477,-0.93772,2.25066,-0.424521,4
-1.24614,-0.146429,-0.35697,-0.19451,-0.516483,-0.118637,-0.456207,-0.129843,-0.80561,-0.727464,-0.833933,-0.838144,1.36417,-0.849746,0.071774,-0.865236,0.503677,0.121296,0
0.151956,1.61059,2.41015,-0.19451,0.32748,-0.097701,0.082408,-0.089424,-0.575683,-0.610126,-0.711405,-0.373715,0.155563,-1.37772,2.17826,-0.572714,0.064743,2.36031,6
0.823588,-0.685711,-0.35697,-0.19451,-0.475314,-0.116367,-0.533152,-0.132359,-0.361279,-0.403994,-0.29532,-0.395103,-0.093833,0.143746,-0.149456,-0.321612,-0.099836,-0.531901,4
-0.889761,0.13191,-0.35697,-0.19451,-0.578236,-0.125326,-0.579319,-0.13866,-0.833745,-0.730635,-0.890092,-0.856477,1.61357,-1.0598,0.177579,-0.883357,0.676521,0.479944,0
-0.053646,-0.285599,-0.35697,-0.19451,-0.125378,-0.107818,2.97554,-0.045141,0.44395,0.474448,0.465374,0.38404,-0.084241,0.50708,-0.774668,0.449818,-0.763103,-0.414609,3
1.63229,-0.320391,-0.35697,-0.19451,1.50079,-0.017523,-0.25615,-0.126404,-0.375831,-0.391309,-0.336163,-0.404269,0.165155,-0.043598,-0.091744,-0.363031,-0.273285,-0.493518,4
0.165662,-0.320391,-0.35697,4.39036,3.27106,0.240779,7.97696,10.9194,0.151933,0.084382,0.194792,0.164046,-0.736506,0.41057,0.042918,0.175417,-0.223876,-0.65833,2
-1.68475,2.11508,-0.35697,-0.19451,-0.001871,-0.079078,0.20552,-0.084438,-0.8027,-0.759176,-0.877328,-0.746481,1.04763,-1.15631,0.908596,-0.883357,-1.033,2.01868,6
-0.012526,-1.6425,-0.35697,-0.19451,-0.331222,-0.111452,-0.379263,-0.124742,2.39396,2.46601,2.26756,2.44953,-1.29285,1.12021,-0.601532,2.27743,-1.1444,-0.587724,1
-0.108474,-0.23341,-0.35697,-0.19451,0.162804,-0.062511,-0.040704,-0.107827,-0.519414,-0.673552,-0.348926,-0.569264,-0.976309,0.711456,-0.226405,-0.375974,1.11206,-0.620143,2
1.0566,0.097117,-0.35697,-0.19451,-0.619405,-0.115171,0.282465,-0.075482,-0.910387,-0.866999,-0.956461,-0.887032,1.13396,-1.05412,0.648893,-0.989493,-1.44686,0.169221,4
0.905829,-0.285599,-0.35697,-0.19451,0.059882,-0.093274,2.1907,-0.088972,-0.205084,-0.16932,-0.190661,-0.254552,0.491288,-0.071984,-0.370685,-0.215475,-0.505195,-0.332783,3
0.672814,1.00172,-0.35697,-0.19451,0.51274,-0.057043,0.482522,-0.092785,0.576861,0.556901,0.690009,0.454315,-0.650177,1.22807,-1.42874,0.677622,-0.479821,-0.425777,5
-0.286662,0.236287,-0.35697,-0.19451,-0.598821,-0.123922,-0.594708,-0.137589,-0.873521,-0.876513,-0.851802,-0.887032,0.68313,-0.571568,0.283384,-0.885946,1.33604,-0.450099,4
-1.04054,2.02809,-0.35697,4.39036,0.430402,-0.090769,-0.10226,-0.110521,-0.435011,-0.502303,-0.583772,-0.187331,-0.256899,-1.34933,2.54377,-0.414804,0.08285,2.44846,6
0.796175,-0.998843,-0.35697,-0.19451,-0.2283,-0.108851,0.036241,-0.107976,0.13253,0.249288,0.039079,0.130436,0.95171,-0.514797,-0.082125,0.017507,-1.204,-0.207692,3
-0.327782,0.236287,-0.35697,-0.19451,-0.537067,-0.116118,-0.440818,-0.126404,-0.940462,-0.930425,-0.953908,-0.923697,0.855789,-0.8611,0.600799,-0.989493,2.29122,-0.542077,2
1.63229,1.22787,-0.35697,-0.19451,-0.063625,-0.101812,-0.040704,-0.105525,0.332382,0.331741,0.401558,0.246544,-0.276083,0.734164,-0.967041,0.385101,-0.552057,-0.426406,5
-1.31467,-1.24239,-0.35697,-0.19451,-0.557652,-0.126895,-0.302317,-0.137149,2.32411,2.36135,2.20629,2.4037,-1.55184,1.12021,-0.341829,2.2153,-1.09958,-0.637788,1
-1.68475,-0.476957,-0.35697,-0.19451,0.718585,0.168764,-0.025315,-0.012456,-0.833745,-0.876513,-0.790538,-0.835089,0.289853,-0.395578,0.37957,-0.823817,1.74277,-0.626269,2
0.892122,1.0887,-0.35697,4.39036,0.306895,-0.077245,1.00575,-0.09229,0.341113,0.366625,0.368373,0.280154,-0.045872,0.461663,-0.736193,0.351448,-0.703859,-0.430919,5
-0.601918,-0.772692,-0.35697,-0.19451,-0.537067,-0.125656,-0.425429,-0.129088,0.229545,0.287343,0.222871,0.179324,0.337813,0.143746,-0.582295,0.203892,-0.795793,-0.359787,3
-0.314075,0.966927,2.41015,-0.19451,-0.022456,-0.093166,0.005463,-0.108176,0.317829,0.344426,0.358162,0.240433,-0.017096,0.529789,-0.880473,0.341093,-0.631626,-0.393119,5
1.01548,0.35806,-0.35697,-0.19451,-0.578236,-0.115793,-0.579319,-0.133963,-0.958895,-0.933596,-0.989646,-0.935919,1.00926,-0.991673,0.66813,-1.02574,1.37466,-0.473359,4
1.37186,1.00172,-0.35697,-0.19451,-0.269469,-0.108069,-0.163816,-0.117571,0.478875,0.461763,0.564928,0.387095,-0.544663,0.966925,-1.09208,0.550777,-0.555766,-0.446694,5
0.823588,-0.668315,-0.35697,-0.19451,2.73586,1.68967,0.113186,0.016072,0.316859,0.347597,0.353057,0.240433,0.021273,0.501403,-0.870855,0.335916,-0.648976,-0.38265,3
-0.03994,-0.302995,2.41015,-0.19451,-0.104794,-0.114012,-0.225372,-0.093758,-0.3671,-0.308856,-0.328505,-0.465378,0.827012,-0.043598,-0.755431,-0.355265,-0.015534,-0.215427,0
-0.382609,0.044929,-0.35697,-0.19451,-0.310638,-0.118967,-0.394651,-0.125813,-0.800759,-0.71795,-0.83138,-0.835089,1.40254,-0.8611,0.052536,-0.85747,0.546164,0.15839,0
-0.560798,-0.650919,-0.35697,-0.19451,-0.392976,-0.111895,-0.348483,-0.128418,1.80023,1.71442,1.83616,1.82011,-2.24247,1.7163,-0.659244,1.83994,-0.767997,-0.634744,1
-0.135887,-1.46854,-0.35697,-0.19451,-0.434145,-0.125904,-0.333096,-0.13211,2.35807,2.38355,2.25735,2.42814,-1.68613,1.26213,-0.447634,2.26708,-1.0672,-0.629719,1
-0.615625,-0.129033,-0.35697,-0.19451,-0.145963,-0.090888,-0.240761,-0.125309,-0.402026,-0.331055,-0.382111,-0.489822,0.970895,-0.19688,-0.640007,-0.409627,-0.085536,-0.174296,0
1.53634,0.236287,-0.35697,-0.19451,-0.557652,-0.124913,-0.579319,-0.139416,-0.953074,-0.936767,-0.969224,-0.938975,0.922934,-0.889486,0.581562,-1.00503,2.51022,-0.473359,2
0.864709,-0.616126,-0.35697,-0.19451,-0.454729,-0.116797,-0.579319,-0.135102,-0.778446,-0.790889,-0.734379,-0.810645,0.520064,-0.344484,0.062155,-0.766866,0.836658,-0.435421,4
0.576866,-1.22499,-0.35697,-0.19451,-0.228301,-0.116367,-0.41004,-0.133545,0.088873,0.116095,0.102896,0.044884,0.174747,0.166454,-0.457252,0.082224,-0.711006,-0.415226,3
-0.533384,-1.79907,-0.35697,-0.19451,-0.351806,-0.10456,-0.133038,-0.122099,0.736937,0.674238,0.861038,0.640698,-1.16815,1.43245,-1.2556,0.851065,-0.513937,-0.498361,3
0.220489,-1.85126,2.41015,8.97523,0.677416,-0.028096,0.713356,-0.10074,0.19753,0.214404,0.225424,0.145714,-0.007503,0.348121,-0.582295,0.206481,-0.69514,-0.431719,3
-1.62993,-0.581334,-0.35697,-0.19451,0.018713,-0.114012,-0.302317,-0.109187,-0.496131,-0.400823,-0.507192,-0.569264,1.26825,-0.480735,-0.457252,-0.536473,-0.168336,-0.04076,0
-1.39691,1.97591,-0.35697,-0.19451,-0.084209,-0.072801,-0.179205,-0.104905,-0.817252,-0.816259,-0.910513,-0.697593,0.673538,-1.29256,1.51457,-0.847116,0.500956,2.29298,6
-1.46545,-0.00726,-0.35697,-0.19451,-0.434145,-0.108066,-0.502374,-0.133055,-0.942402,-0.933596,-0.953908,-0.926753,0.846197,-0.849746,0.591181,-0.989493,2.42911,-0.521772,2
-0.026233,0.49723,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,4
-1.20502,-0.790088,-0.35697,-0.19451,-0.331222,-0.123344,0.036241,-0.091302,0.177157,0.236603,0.176923,0.118215,0.395366,0.143746,-0.640007,0.157296,-0.735741,-0.338551,3
-0.42373,0.201495,-0.35697,-0.19451,0.14222,-0.099146,-0.517763,-0.133622,-0.913297,-0.914569,-0.902855,-0.914531,0.731091,-0.679433,0.418045,-0.93772,2.01969,-0.484087,4
-1.09536,-0.59873,-0.35697,-0.19451,-0.41356,-0.11971,-0.456207,-0.13211,-0.910387,-0.933596,-0.867118,-0.929808,0.529656,-0.458026,0.244909,-0.901478,2.44939,-0.492455,2
-0.42373,-0.981446,-0.35697,-0.19451,0.245142,-0.05232,-0.240761,-0.120019,-0.348667,-0.283486,-0.308084,-0.456212,0.874973,-0.015213,-0.851617,-0.334555,0.013157,-0.19884,0
0.933243,-1.53812,-0.35697,-0.19451,-0.59882,-0.120949,-0.471596,-0.135322,2.60448,2.8085,2.34414,2.69091,-0.266491,0.399215,-0.409159,2.35509,-1.41719,-0.5073,1
0.700227,1.1061,-0.35697,-0.19451,-0.04304,-0.09161,-0.025315,-0.105789,0.464323,0.461763,0.54706,0.362651,-0.400781,0.932863,-1.17865,0.532656,-0.537721,-0.418497,5
0.179369,-1.78167,-0.35697,-0.19451,-0.45473,-0.110359,-0.394651,-0.131391,2.36389,2.38038,2.27266,2.4312,-1.77246,1.33026,-0.47649,2.28261,-1.047,-0.631889,1
1.19367,-0.96405,2.41015,-0.19451,0.368649,-0.080851,-0.163816,-0.124241,0.023873,0.135122,-0.057922,0.014329,0.990079,-0.526151,-0.101362,-0.080864,-1.13436,-0.192026,3
0.028594,-0.094241,5.17726,-0.19451,-0.063625,-0.0932,0.282465,0.021299,-0.374861,-0.321541,-0.348926,-0.453156,0.788644,-0.134432,-0.563058,-0.375974,-0.159847,-0.222926,0
-0.793813,-0.094241,-0.35697,-0.19451,-0.290054,-0.118719,-0.040704,-0.067308,-0.417548,-0.359596,-0.387216,-0.505099,0.865381,-0.140109,-0.630388,-0.414804,-0.043839,-0.166858,0
1.42669,-0.337787,-0.35697,-0.19451,-0.516483,-0.115095,0.113186,-0.105463,-0.452474,-0.470591,-0.415296,-0.474545,0.203524,-0.123077,0.004443,-0.44328,-0.224961,-0.509754,4
-1.43803,-0.111637,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,2
0.494625,0.253683,-0.35697,-0.19451,-0.619405,-0.12347,-0.610097,-0.135544,-0.938521,-0.924082,-0.941145,-0.938975,0.894157,-0.787298,0.437282,-0.97655,2.51022,-0.37938,4
-1.47915,-1.83386,-0.35697,-0.19451,-0.248885,-0.098457,-0.317706,-0.118838,2.32023,2.31696,2.24714,2.38537,-1.91634,1.41542,-0.47649,2.25672,-1.00647,-0.640176,1
-1.3695,1.47142,-0.35697,-0.19451,1.41846,-0.01935,1.08269,-0.079762,0.486637,0.439564,0.600666,0.39015,-0.822835,1.15995,-1.14018,0.587018,-0.465586,-0.473481,5
-1.42433,1.88893,-0.35697,-0.19451,0.183389,-0.067433,-0.040704,-0.099804,-0.61546,-0.613298,-0.731826,-0.471489,0.520064,-1.28121,1.64923,-0.655553,-0.433513,2.35939,6
-1.25984,0.149306,2.41015,-0.19451,-0.310638,-0.105051,-0.194594,-0.123199,-0.919118,-0.91774,-0.918171,-0.911475,0.759868,-0.747558,0.504613,-0.953252,1.09498,-0.510915,2
1.0429,0.653796,-0.35697,-0.19451,0.245142,-0.115746,2.51387,1.50331,0.124769,0.084382,0.166712,0.112104,-0.467926,0.382184,-0.178312,0.146941,-0.542728,-0.631628,5
-1.04054,-0.494353,-0.35697,-0.19451,-0.084209,0.0045,0.159353,-0.084249,-0.834715,-0.873342,-0.798196,-0.832034,0.328221,-0.440995,0.418045,-0.831583,1.60841,-0.623527,2
-0.204421,-0.546542,2.41015,-0.19451,-0.001871,-0.037454,-0.040704,-0.080155,-0.775535,-0.844801,-0.724168,-0.761758,0.002089,-0.29339,0.494994,-0.756511,1.45469,-0.704882,2
1.37186,2.09768,-0.35697,-0.19451,0.553909,-0.078361,0.159353,-0.114322,-0.649415,-0.641839,-0.800748,-0.468434,0.596801,-1.54235,2.01474,-0.652964,0.233263,2.16833,6
0.234196,1.47142,-0.35697,-0.19451,0.018713,-0.068424,0.020852,-0.117689,-0.484489,-0.495961,-0.673115,-0.24233,0.289853,-1.65589,2.51491,-0.461401,0.061328,2.2423,6
-1.1776,0.253683,-0.35697,-0.19451,-0.290054,-0.116118,-0.009926,-0.112309,0.460442,0.464934,0.51898,0.380984,-0.333636,0.768227,-0.967041,0.50418,-0.639405,-0.431466,3
-1.32838,1.12349,-0.35697,-0.19451,-0.166547,-0.093943,0.744134,0.183021,-0.185681,-0.16932,-0.177898,-0.20872,0.299445,-0.100369,-0.130218,-0.202532,-0.661515,-0.466351,5
1.68712,-0.355184,-0.35697,-0.19451,-0.351807,-0.114506,-0.363873,-0.124275,-0.037247,-0.058325,0.023763,-0.089557,-0.160978,0.376507,-0.47649,0.001975,-0.451047,-0.478673,3
-0.862347,1.73236,-0.35697,-0.19451,0.224558,0.000288,-0.209983,-0.098607,-0.795908,-0.797231,-0.90796,-0.651761,0.63517,-1.40042,1.7358,-0.808285,0.728208,2.20631,6
-0.80752,0.636399,-0.35697,-0.19451,0.409818,-0.037124,0.097797,-0.132866,-0.371951,-0.416679,-0.290215,-0.422602,-0.103425,0.240257,-0.303354,-0.316434,-0.00385,-0.502046,3
0.755054,0.671192,-0.35697,-0.19451,0.450986,0.001196,2.91398,0.019598,0.116037,0.081211,0.146291,0.112104,-0.410373,0.297028,-0.091744,0.126232,-0.594748,-0.629297,5
-0.903467,-0.476957,-0.35697,-0.19451,-0.475314,-0.117976,-0.502374,-0.136078,1.95254,2.01569,1.92805,1.89955,-1.01468,1.43812,-1.41912,1.93314,-1.00372,-0.467897,1
-1.31467,-0.668315,-0.35697,-0.19451,0.348064,-0.061706,-0.009926,-0.088297,-0.863819,-0.876513,-0.85946,-0.847311,0.587209,-0.679433,0.562325,-0.893712,1.47199,-0.651617,2
-0.478557,-0.129033,-0.35697,-0.19451,-0.2283,-0.108261,-0.302317,-0.120867,-0.479638,-0.600613,-0.336163,-0.529543,-0.70773,0.563851,-0.245642,-0.363031,0.741147,-0.580502,2
-1.47915,-0.442164,2.41015,-0.19451,-0.434145,-0.111425,-0.486985,-0.127754,-0.93076,-0.927254,-0.948803,-0.902309,0.788644,-0.883808,0.706605,-0.984316,2.14522,-0.68652,2
0.617986,-0.181222,-0.35697,-0.19451,0.348064,-0.113403,-0.333095,-0.128464,-0.228368,-0.242259,-0.213635,-0.230108,0.059642,-0.089015,0.091011,-0.238774,-0.546725,-0.565155,4
1.74194,-0.720504,-0.35697,-0.19451,-0.310638,-0.117976,-0.456207,-0.13211,0.048126,0.049498,0.09779,-0.01317,-0.026688,0.37083,-0.601532,0.077047,-0.538816,-0.430422,3
0.522039,0.49723,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,4
-1.28726,-1.06843,-0.35697,-0.19451,-0.022456,-0.108726,-0.163816,-0.123735,-0.415608,-0.350082,-0.389769,-0.505099,0.932526,-0.168494,-0.649625,-0.417393,-0.032517,-0.185867,0
-0.231835,0.35806,-0.35697,-0.19451,-0.557652,-0.123922,-0.610097,-0.138912,-0.945312,-0.936767,-0.948803,-0.938975,0.846197,-0.798652,0.504613,-0.984316,2.51022,-0.473359,2
-1.19131,-1.43375,2.41015,-0.19451,-0.04304,-0.089979,-0.209983,-0.109943,-0.381652,-0.34374,-0.331058,-0.474545,0.654354,0.024527,-0.697719,-0.357853,0.022575,-0.264514,0
